ID,NameSubtext_lang,Description_lang,AuraDescription_lang
35032,,"Increases the time between nearby enemies' attacks by $s1% and slows their movement by $s2% for $d.","Movement speed reduced by $s2%.  Time between melee and ranged attacks increased by $s1%.  Casting time increased by $s1%."
35033,,"Launches magical missiles at an enemy, inflicting Arcane damage each second for $d.",
35034,,"Launches magical missiles at an enemy, inflicting Arcane damage.",
35037,,,
35041,,,
35046,,,
35584,,,
35585,,,
35052,,"Summons Mr. Kitty to accompany the caster until dismissed.",
35053,,"Summons Mr. Kitty to accompany the caster until dismissed.",
35054,,"Inflicts $s1% weapon damage and leaves the target wounded, reducing the effectiveness of any healing by $s2% for $d.","Healing effects reduced by $s2%."
35060,"Rank 1",,
35061,"Rank 2",,
35063,,,
35064,,"Enfolds the caster in a protective shield that lasts $d. and absorbs up to $s1 Physical damage, draining mana instead of health. Drains $e mana per point of damage absorbed.","Shielded against Physical damage: losing mana instead of health."
35065,,,
35066,,,
35068,,,
35069,,,
35071,,"Launches thorns at an enemy, inflicting physical damage each second for $d.",
35072,,"Launches thorns at an enemy, inflicting Physical damage.",
35074,,"Increases the block value of your shield by $s1.",
35075,,"Increases the block value of your shield by $s1.",
35078,,"Increases armor by $s1 for $d.","Increases armor by $s1."
35081,,"Increases attack power by $s1 for $d.","Increases attack power by $s1."
35084,,"Increases damage and healing done by magical spells and effects by up to $s1 for $d.","Magical damage and healing dealt is increased by $s1"
35088,,,
35089,,,
35096,,"Calls upon Holy magic to heal an ally.",
35097,,,
35106,,"Burns the enemy for Arcane damage and inflicts additional damage over $d.","Arcane damage inflicted every $t1 sec."
35107,,"Immobilizes an enemy for $d. and shocks it with electricity, inflicting Nature damage.",Immobilized.
35108,,"Instantly shocks an enemy, inflicting Nature damage.",
35120,,,Charmed.
35124,,"Sends out a blast wave of magic, inflicting Arcane damage to nearby enemies.",
35125,,,
35131,,"Increases your haste rating by $s1 for $d1.","Increased attack speed."
35132,,Boom.,
35133,,"Increases healing done by up to $s1 and damage done by up to $s2 for all magical spells and effects.",
35135,,"Increases attack power by $s1 in Cat, Bear, Dire Bear, and Moonkin forms only.",
35137,,,
35140,,,
35141,,,
35144,,"Inflicts Physical damage to an enemy every $t1 sec. for $d.","Physical damage inflicted every $t1 sec."
35150,,,
35151,,,
35152,,"Sends out a blast wave of magic, inflicting Arcane damage to nearby enemies.",
35155,,,
35157,,"Right Click to summon and dismiss your rabbit.",
35160,,,
35161,,"Reduces an enemy's Stamina by $s1 for $d.","Stamina reduced by $s1."
35162,,,
35163,,"Increases damage and healing done by magical spells and effects by up to $s1 for $d.","Spell damage and healing increased by up to $s1."
35166,,"Increases attack power by $s1 for $d.","Increases attack power by $s1."
35168,,"Increases the block value of your shield by $s1.",
35169,,"Increases the block value of your shield by $s1 for $d.","Block value increased by $s1."
35170,,,
35172,,,
35175,,"Increases attack power by $s1 when fighting Demons.",
35176,,,
35177,,,
35181,,"Do damage divided up evenly among all affected targets",
35183,,"Shadow energy slowly destroys the target, causing $o1 damage over $d.  In addition, if the Unstable Affliction is dispelled it will cause $*9;s1 damage to the dispeller and silence them for $31117d.","$s1 Shadow damage every $t1 sec.  If dispelled, will cause $*9;s1 damage to the dispeller and silence them for $31117d."
35184,,,
35185,,"Reduces the armor of nearby enemies by $s1 for $d.","Armor reduced by $s1."
35186,,,
35187,,,
35188,,,
35189,,"Inflicts $s1% weapon damage and leaves the target wounded, reducing the effectiveness of any healing by $s2% for $d.","Healing effects reduced by $s2%."
35190,,,
35191,,,
35192,,,
35193,,,
35194,,"Assumes a Shadowform, increasing Shadow damage dealt by $s2% and reducing melee damage taken by $s1%. Shadowform lasts until cancelled.","Shadow damage dealt is increased by $s2%.
Melee damage taken is reduced by $s1%."
35196,,,
35202,,,Stunned.
35203,,,
35204,,"Inflicts $s1 Nature damage to nearby enemies every $t1 sec. for $d.","$s1 Nature damage inflicted every $t1 sec."
35205,,"Puts the caster in stealth mode for $d.",Stealthed.
35206,,,Blinking...
35207,,"Heals $o1 damage over $d.","Healing $s1 damage every $t1 seconds."
35231,,"Reduces the armor of nearby enemies by $s1 for $d.","Armor reduced by $s1."
35234,,"Entangles an enemy in roots, inflicting Nature damage every $t2 sec. and immobilizing it for up to $d.","Immobilized.
Nature damage inflicted every $t2 sec."
35235,,"Drains $o1 health from nearby enemies over $d., transferring it to the caster.","$o1 health leeched over $d."
35239,,"Right Click to summon and dismiss your rabbit.",
35242,,,
35243,,"Causes $s1 Arcane damage to the target.",
35245,,,
35247,,"Entangles an enemy in roots, inflicting Nature damage every $t2 sec. and immobilizing it for up to $d.","Immobilized.
Nature damage inflicted every $t2 sec."
35249,,,
35251,,,
35253,,,
35254,,,
35255,,"Hurls a magical bolt at an enemy, inflicting Arcane damage.",
35257,,,
35258,,,
35259,,,
35260,,,
35266,,"Inflicts $s1 Fire damage to nearby enemies.",
35267,,"Inflicts Fire damage to an enemy, then additional damage every $t2 sec. for $d.","Fire damage inflicted every $t2 sec."
35268,,"Surrounds the caster with an inferno that periodically inflicts Fire damage to nearby enemies for $d. While the caster is aflame, $ghe:she; cannot move or use $ghis:her; abilities.","Unable to move or use abilities.
Periodically inflicting Fire damage to nearby enemies."
35270,,"Restores $o1 health over $d.  Must remain seated while eating.","Restores $/5;s1 health per second."
35272,,,"Stamina and Spirit increased by $s1."
35273,,,
35276,,"Inflicts $s1 Fire damage to all enemies in a selected area.",
35278,,,
35280,,"Takes control of a humanoid enemy up to level $s1 for $d.",Charmed.
35283,,,
35285,,,
35286,,,
35287,,,
35288,,,
35299,"Rank 1",,
35300,"Rank 2",,
35301,,,
35302,"Rank 3",,
35303,"Rank 4",,
35304,"Rank 5",,
35305,"Rank 6",,
35306,"Rank 7",,
35307,"Rank 8",,
35308,"Rank 9",,
35309,,,
35312,,,
35313,,"Stuns an enemy, rendering it unable to move or attack for $d.",Stunned.
35314,,"Blasts an enemy with Arcane magic, inflicting normal damage plus $s2 and knocking the enemy back.",
35316,,"Inflicts Frost damage to an enemy and reduces its movement speed for $d.","Reduced movement speed."
35317,,,"Movement speed reduced by $s1%."
35320,,"Casts a bolt of lightning at the target for $s1 Nature damage.",
35322,,,"Attack speed increased by $s1%."
35324,"Rank 2",,
35332,,"Drains up to $o1 mana from an enemy over $d. and transfers it to the caster.","$o1 mana leeched over $d."
35333,,"Inflicts normal damage plus $s1 to an enemy, knocking it back.",
35338,,"Increases healing done by up to $s1 and damage done by up to $s2 for all magical spells and effects.",
35348,"Rank 1",,
35350,,,
35351,,"Inflicts Arcane damage to enemies in a cone in front of the caster, reducing their movement and increasing the time between their attacks for $d.","Reduced movement speed.
Increased time between attacks."
35352,,"Reduces your threat to enemy targets within $a1 yards, making them less likely to attack you.",
35356,,,
35357,,,
35358,"Rank 2",,
35359,"Rank 3",,
35360,,"Reduces the amount of all threat generated by $s1%.",
35361,,"Thorns sprout from the friendly target causing $s1 Nature damage to attackers when hit.  Lasts $d.","Causes $s1 Nature damage to attackers."
35362,,,"Movement speed reduced by $s1%."
35364,"Rank 1","Increases the critical strike chance of your Wrath and Starfire spells by $s1%.",
35367,,,
35369,,,
35370,,,
35371,,,
35376,,,
35377,,"Scorches an enemy for Fire damage.",
35380,,,
35382,,"Charges an enemy, inflicting normal damage plus $s3.",
35385,,"Charges an enemy, inflicting normal damage plus $s3.",
35386,,,
35388,"Rank 1",,
35390,"Rank 2",,
35391,"Rank 3",,
35394,,"Inflicts $s1 Nature damage to nearby enemies every $t1 sec. for $d.","Nature damage inflicted every $t1 sec.
Armor reduced by $s2%."
35401,,"Shoots an enemy, inflicting Arcane damage.",
35408,,,
35411,,,
35412,,"Charges an enemy, inflicting normal damage plus $s3 and stuns the opponent for $d.",
35421,,,
35422,,,
35423,,,
35426,,,
35427,,,
35428,,,
35429,,"Causes the caster's next $n melee attacks to strike an additional nearby enemy. This battle frenzy is tiring, however, and lasts $d. at most.","Melee attacks are striking an additional nearby enemy."
35431,,,Stunned.
35440,,,
35442,,"+$s1 All Resistances.",
35459,,"Increases crossbow skill rating by $s1.",
35465,,,
35466,,,
35470,,"Inflict $s1 Fire damage to nearby enemies.",
35472,,"Charges an enemy, knocking it back and inflicting normal damage plus $s3.",Stunned.
35481,,,"Transformed into a Human."
35482,,,"Transformed into a Human."
35483,,,"Transformed into a Human."
35493,,"Inflicts Nature damage to an enemy for $d.","Nature damage inflicted over $d.
"
35494,,"Increases attack power by $s1.",
35498,,,
35499,,,
35501,,,
35502,,,
35504,,,
35506,,,
35507,,"Inflicts Shadow damage to an enemy and reduces its movement speed for $d.","Shadow damage inflicted over $d.
Reduced movement speed."
35508,,,
35509,"Rank 1",,
35510,,,
35513,,,
35514,,,
35515,,,
35517,,,
35518,,,
35519,,,
35520,,,
35521,,,
35522,,,
35523,,,
35524,,,
35525,,,
35526,,,
35527,,,
35528,,,
35529,,,
35530,,,
35531,,,
35532,,,
35533,,,
35534,,,
35535,,,
35536,,,
35537,,,
35538,,,
35539,,,
35540,,,
35542,"Rank 1",,
35543,,,
35544,,,
35545,"Rank 2",,
35546,"Rank 3",,
35547,"Rank 4",,
35548,"Rank 5",,
35549,,,
35554,,,
35555,,,
35557,,,
35558,,,
35559,,,
35560,,,
35561,,,
35562,,,
35563,,,
35564,,,
35565,,,"Deals $s1 damage every $t1 sec."
35567,,,
35568,,,
35570,,"Charges an enemy, inflicting normal damage plus $s2 and stuns the opponent for $d.",
35571,,"Feign death which may trick enemies into ignoring you.  Lasts up to $d.","Feigning death."
35572,,,
35573,,,
35574,,,
35575,,,
35576,,,
35591,,,
35593,,"Summon a Water Elemental to fight for the caster for $d.",
35597,,,
35598,,,
35599,,,
35600,,,
35614,,,Stunned.
35618,,"Increases total Spirit by $s2% and upon death, the priest becomes the Spirit of Redemption for $27827d.  The Spirit of Redemption cannot move, attack, be attacked or targeted by any spells or effects.  While in this form the priest can cast any healing spell free of cost.  When the effect ends, the priest dies.",
35621,,,
35681,,,
35682,,,
35684,,,
35698,Passive,"Reduces the damage your pet takes from area of effect attacks by an additional $s1%.",
35703,,,"Increases damage caused by $s1% and resistance to all magic schools by $s2."
35704,,,"Increases damage caused by $s1% and resistance to all magic schools by $s2."
35705,,,"Increases damage caused by $s1% and resistance to all magic schools by $s2."
35706,,,"Increases damage caused by $s1% and resistance to all magic schools by $s2."
35708,,,
35709,,,
35710,,"Summons and dismisses a rideable Elekk.","Increases speed by $s2%."
35711,,"Summons and dismisses a rideable Elekk.","Increases speed by $s2%."
35712,,"Summons and dismisses a rideable elekk.  This is a very fast mount.","Increases speed by $s2%."
35713,,"Summons and dismisses a rideable elekk.  This is a very fast mount.","Increases speed by $s2%."
35714,,"Summons and dismisses a rideable elekk.  This is a very fast mount.","Increases speed by $s2%."
35715,,"Teleports the caster to Shattrath.",
35717,,"Creates a portal, teleporting group members that use it to Shattrath.",
35718,,,
35720,,,
35724,,,
35727,,,
35728,,,
35730,,,
35733,,"Increases your melee and ranged attack power by $s1.  Effect lasts for $d.","Increases melee and ranged attack power by $s1."
35735,,,
35736,,,
35739,,,
35740,,,
35741,,,
35742,,,
35746,,,
35748,,"Drains $o1 health from an enemy over $d., transferring it to the caster.","$o1 health leeched over $d."
35749,,"Rains starshards down on the enemy target's head, causing $o1 Arcane damage over $d.","$s1 Arcane damage every $t1 seconds."
35756,,,
35757,,,
35759,,"Instantly burns an enemy, then inflicts additional Fire damage every $t2 sec. for $d.","Fire damage inflicted every $t2 sec."
35760,,"Reduces an enemy's Strength by $s1 for $d.","Strength reduced by $s1."
35761,,,
35763,,,
35764,,,
35766,,,
35767,,,
35769,,,
35770,,,
35774,,,
35775,,,
35776,,"Fills the target with power, increasing its casting speed by $s1% and movement speed by $s2%.",
35779,,,
35780,,,
35781,,,
35782,,,
35783,,"Inflicts $s2 damage to an enemy, stunning it for $d.",Stunned.
35784,,,
35785,,"Increases attack power by $s1.",
35786,,"Increases attack power by $s1.",
35787,,"Increases your critical strike rating by $s1.",
35788,,"Inflicts $s1 Nature damage to nearby enemies every $t1 sec. for $d.","Nature damage inflicted every $t1 sec.
Armor reduced by $s2%."
35789,,"Increases your spell critical strike rating by $s1.",
35790,,"Increases your hit rating by $s1.",
35827,,"Increases damage and healing done by magical spells and effects by up to $s1.",
35828,,"Restores $s1 mana per 5 sec.",
35829,,"Restores $s1 mana per 5 sec.",
35830,,"Increases damage and healing done by magical spells and effects by up to $s1.",
35832,,"Increases damage and healing done by magical spells and effects by up to $s1.",
35833,,"Restores $s1 mana per 5 sec.",
35834,,"Increases your spell penetration by $s1.",
